"","model","chain","nChains","objectiveType","antithetics","dim","essn","mean","sd","snr"
"8370","ToyNormal",13,16,"Rejection","MCMC",-1,1,0.0179921451456826,0.00238998625651669,7.52813749310237
"8371","ToyNormal",13,16,"Rejection","MCMC",0,0.5,0.0364236076743942,0.00613958437607866,5.93258524409398
"8372","ToyNormal",13,16,"Rejection","MCMC",0,1,0.0364236076743942,0.00613958437607866,5.93258524409398
"8373","ToyNormal",13,16,"Rejection","OFF",-1,0.5,0.0182311208243566,0.00517988484481136,3.51959963793763
"8374","ToyNormal",13,16,"Rejection","OFF",-1,1,0.0182311208243566,0.00517988484481136,3.51959963793763
"8375","ToyNormal",13,16,"Rejection","OFF",0,0.5,0.0274745263885285,0.0321828839693682,0.853699948540313
"8376","ToyNormal",13,16,"Rejection","OFF",0,1,0.0274745263885285,0.0321828839693682,0.853699948540313
"8377","ToyNormal",13,16,"SKL","IS",-1,0.5,0.00109753773687675,0.000175328394769179,6.25989725350343
"8378","ToyNormal",13,16,"SKL","IS",-1,1,0.00105901648763693,0.000266428015268381,3.97486910890414
"8379","ToyNormal",13,16,"SKL","IS",0,0.5,0.0043911419365259,0.000703864079410904,6.23862200810282
"8380","ToyNormal",13,16,"SKL","IS",0,1,0.00424366549365163,0.00106418550864528,3.98771216031109
"8381","ToyNormal",13,16,"SKL","MCMC",-1,0.5,0.000827642341113959,0.00167731576525366,0.493432636989968
"8382","ToyNormal",13,16,"SKL","MCMC",-1,1,0.000827642341113959,0.00167731576525366,0.493432636989968
"8383","ToyNormal",13,16,"SKL","MCMC",0,0.5,0.00378833164529141,0.00351123448341994,1.07891730477697
"8384","ToyNormal",13,16,"SKL","MCMC",0,1,0.00378833164529141,0.00351123448341994,1.07891730477697
"8385","ToyNormal",13,16,"SKL","OFF",-1,0.5,0.000175370503539115,0.0104446779585433,0.0167904174963737
"8386","ToyNormal",13,16,"SKL","OFF",-1,1,0.000175370503539115,0.0104446779585433,0.0167904174963737
"8387","ToyNormal",13,16,"SKL","OFF",0,0.5,0.00202349371999266,0.0210487852233364,0.0961335154747675
"8388","ToyNormal",13,16,"SKL","OFF",0,1,0.00202349371999266,0.0210487852233364,0.0961335154747675
"8389","ToyNormal",13,32,"ApproxRejection","IS",-1,0.5,0.00904995059390742,0.000377608618321475,23.9664831648593
"8390","ToyNormal",13,32,"ApproxRejection","IS",-1,1,0.0089112543389903,0.00128148524235328,6.95384858480771
"8391","ToyNormal",13,32,"ApproxRejection","IS",0,0.5,0.0180995830132134,0.000753373920982961,24.024700761606
"8392","ToyNormal",13,32,"ApproxRejection","IS",0,1,0.0178259765341314,0.00256370308671262,6.95321413252626
"8393","ToyNormal",13,32,"ApproxRejection","MCMC",-1,0.5,0.00881371781737668,0.00126366397483409,6.97473220167873
"8394","ToyNormal",13,32,"ApproxRejection","MCMC",-1,1,0.00881371781737668,0.00126366397483409,6.97473220167873
"8395","ToyNormal",13,32,"ApproxRejection","MCMC",0,0.5,0.0178228630392156,0.00253778948436298,7.02298718984936
"8396","ToyNormal",13,32,"ApproxRejection","MCMC",0,1,0.0178228630392156,0.00253778948436298,7.02298718984936
"8397","ToyNormal",13,32,"ApproxRejection","OFF",-1,0.5,0.00930561534892473,0.00330297757709323,2.81734136297531
"8398","ToyNormal",13,32,"ApproxRejection","OFF",-1,1,0.00930561534892473,0.00330297757709323,2.81734136297531
"8399","ToyNormal",13,32,"ApproxRejection","OFF",0,0.5,0.0166618357950699,0.00552727925117592,3.01447331280125
"8400","ToyNormal",13,32,"ApproxRejection","OFF",0,1,0.0166618357950699,0.00552727925117592,3.01447331280125
"8401","ToyNormal",13,32,"Rejection","IS",-1,0.5,0.00904995059390742,0.000377608618321475,23.9664831648593
"8402","ToyNormal",13,32,"Rejection","IS",-1,1,0.0089112543389903,0.00128148524235328,6.95384858480771
"8403","ToyNormal",13,32,"Rejection","IS",0,0.5,0.0181064028164845,0.000856922559293164,21.1295672171586
"8404","ToyNormal",13,32,"Rejection","IS",0,1,0.0179792312475868,0.00274764928596468,6.54349568535797
"8405","ToyNormal",13,32,"Rejection","MCMC",-1,0.5,0.00881371781737668,0.00126366397483409,6.97473220167873
"8406","ToyNormal",13,32,"Rejection","MCMC",-1,1,0.00881371781737668,0.00126366397483409,6.97473220167873
"8407","ToyNormal",13,32,"Rejection","MCMC",0,0.5,0.0177334696356876,0.00809497965026357,2.1906750111608
"8408","ToyNormal",13,32,"Rejection","MCMC",0,1,0.0177334696356876,0.00809497965026357,2.1906750111608
"8409","ToyNormal",13,32,"Rejection","OFF",-1,0.5,0.00930561534892473,0.00330297757709323,2.81734136297531
"8410","ToyNormal",13,32,"Rejection","OFF",-1,1,0.00930561534892473,0.00330297757709323,2.81734136297531
"8411","ToyNormal",13,32,"Rejection","OFF",0,0.5,0.0364453245345369,0.176516929674149,0.206469286554072
"8412","ToyNormal",13,32,"Rejection","OFF",0,1,0.0364453245345369,0.176516929674149,0.206469286554072
"8413","ToyNormal",13,32,"SKL","IS",-1,0.5,0.000258516605810719,2.12564427979149e-05,12.1617999901695
"8414","ToyNormal",13,32,"SKL","IS",-1,1,0.000256234259163352,6.85028604733893e-05,3.74048992104336
"8415","ToyNormal",13,32,"SKL","IS",0,0.5,0.00103375040036269,8.94663461650193e-05,11.5546285801809
"8416","ToyNormal",13,32,"SKL","IS",0,1,0.00103420546415888,0.000281383790920925,3.67542657938502
"8417","ToyNormal",13,32,"SKL","MCMC",-1,0.5,5.8846826811244e-05,0.000318081788319715,0.185005331874251
"8418","ToyNormal",13,32,"SKL","MCMC",-1,1,5.8846826811244e-05,0.000318081788319715,0.185005331874251
"8419","ToyNormal",13,32,"SKL","MCMC",0,0.5,0.000638778056207206,0.00075444006092746,0.846691591936321
"8420","ToyNormal",13,32,"SKL","MCMC",0,1,0.000638778056207206,0.00075444006092746,0.846691591936321
"8421","ToyNormal",13,32,"SKL","OFF",-1,0.5,0.000449418719167127,0.00600912613012665,0.0747893636171113
"8422","ToyNormal",13,32,"SKL","OFF",-1,1,0.000449418719167127,0.00600912613012665,0.0747893636171113
"8423","ToyNormal",13,32,"SKL","OFF",0,0.5,0.00187536816772663,0.0131815071893401,0.142272665848352
"8424","ToyNormal",13,32,"SKL","OFF",0,1,0.00187536816772663,0.0131815071893401,0.142272665848352
"8425","ToyNormal",14,16,"ApproxRejection","IS",-1,0.5,0.0184833431994582,0.00191958712815906,9.62881180453856
"8426","ToyNormal",14,16,"ApproxRejection","IS",-1,1,0.018743410485092,0.00217834172802063,8.60443990214678
"8427","ToyNormal",14,16,"ApproxRejection","IS",0,0.5,0.0369487491789913,0.00382747451340788,9.65355851477458
"8428","ToyNormal",14,16,"ApproxRejection","IS",0,1,0.0374942072463523,0.00433133753533081,8.65649627638376
"8429","ToyNormal",14,16,"ApproxRejection","MCMC",-1,0.5,0.0189704302595328,0.00265248667938074,7.15194176355361
"8430","ToyNormal",14,16,"ApproxRejection","MCMC",-1,1,0.0189704302595328,0.00265248667938074,7.15194176355362
"8431","ToyNormal",14,16,"ApproxRejection","MCMC",0,0.5,0.0375020987453021,0.00456175910904228,8.22097306080143
"8432","ToyNormal",14,16,"ApproxRejection","MCMC",0,1,0.0375020987453021,0.00456175910904228,8.22097306080143
"8433","ToyNormal",14,16,"ApproxRejection","OFF",-1,0.5,0.0198234157174022,0.00649750576782774,3.05092699040876
"8434","ToyNormal",14,16,"ApproxRejection","OFF",-1,1,0.0198234157174022,0.00649750576782774,3.05092699040876
"8435","ToyNormal",14,16,"ApproxRejection","OFF",0,0.5,0.0366174608460549,0.0101088851762926,3.62230455757183
"8436","ToyNormal",14,16,"ApproxRejection","OFF",0,1,0.0366174608460549,0.0101088851762926,3.62230455757183
"8437","ToyNormal",14,16,"Rejection","IS",-1,0.5,0.0184833431994582,0.00191958712815906,9.62881180453856
"8438","ToyNormal",14,16,"Rejection","IS",-1,1,0.018743410485092,0.00217834172802063,8.60443990214678
"8439","ToyNormal",14,16,"Rejection","IS",0,0.5,0.0370191741068015,0.00385913563558488,9.59260767241495
"8440","ToyNormal",14,16,"Rejection","IS",0,1,0.0375397704819786,0.00439646610658944,8.53862387923652
"8441","ToyNormal",14,16,"Rejection","MCMC",-1,0.5,0.0189704302595328,0.00265248667938074,7.15194176355362
"8442","ToyNormal",14,16,"Rejection","MCMC",-1,1,0.0189704302595328,0.00265248667938074,7.15194176355361
"8443","ToyNormal",14,16,"Rejection","MCMC",0,0.5,0.0375227210243119,0.00554820843003208,6.7630337788328
"8444","ToyNormal",14,16,"Rejection","MCMC",0,1,0.0375227210243119,0.00554820843003208,6.7630337788328
"8445","ToyNormal",14,16,"Rejection","OFF",-1,0.5,0.0198234157174022,0.00649750576782774,3.05092699040876
"8446","ToyNormal",14,16,"Rejection","OFF",-1,1,0.0198234157174022,0.00649750576782774,3.05092699040876
"8447","ToyNormal",14,16,"Rejection","OFF",0,0.5,0.0365594315632067,0.0103054920859788,3.54756776854429
"8448","ToyNormal",14,16,"Rejection","OFF",0,1,0.0365594315632067,0.0103054920859788,3.54756776854429
"8449","ToyNormal",14,16,"SKL","IS",-1,0.5,0.00109209316041689,0.000218231666795267,5.00428364249005
"8450","ToyNormal",14,16,"SKL","IS",-1,1,0.00112822083686703,0.000245255549014995,4.6001847517752
"8451","ToyNormal",14,16,"SKL","IS",0,0.5,0.0043698685010917,0.000874702825538151,4.99583215408408
"8452","ToyNormal",14,16,"SKL","IS",0,1,0.00451531060046589,0.000985258474451425,4.58286908212583
"8453","ToyNormal",14,16,"SKL","MCMC",-1,0.5,0.00152076613275148,0.00246862478685384,0.616037779759003
"8454","ToyNormal",14,16,"SKL","MCMC",-1,1,0.00152076613275148,0.00246862478685384,0.616037779759004
"8455","ToyNormal",14,16,"SKL","MCMC",0,0.5,0.00529681586164423,0.00509841436269477,1.03891435352944
"8456","ToyNormal",14,16,"SKL","MCMC",0,1,0.00529681586164423,0.00509841436269477,1.03891435352944
"8457","ToyNormal",14,16,"SKL","OFF",-1,0.5,0.00224120758151651,0.0109642548685281,0.204410387061476
"8458","ToyNormal",14,16,"SKL","OFF",-1,1,0.00224120758151651,0.0109642548685281,0.204410387061476
"8459","ToyNormal",14,16,"SKL","OFF",0,0.5,0.00667268039723962,0.0221953575800896,0.300634057061795
"8460","ToyNormal",14,16,"SKL","OFF",0,1,0.00667268039723962,0.0221953575800896,0.300634057061795
"8461","ToyNormal",14,32,"ApproxRejection","IS",-1,0.5,0.00904198909128309,0.000378174035351755,23.9095978201485
"8462","ToyNormal",14,32,"ApproxRejection","IS",-1,1,0.00868996808881344,0.00127227660838178,6.83025061654343
"8463","ToyNormal",14,32,"ApproxRejection","IS",0,0.5,0.0180833153973865,0.000754225646049766,23.9760017338277
"8464","ToyNormal",14,32,"ApproxRejection","IS",0,1,0.0173852720401321,0.00254426203357883,6.83312953252597
"8465","ToyNormal",14,32,"ApproxRejection","MCMC",-1,0.5,0.00860341285875554,0.00128447491868794,6.6979998858551
"8466","ToyNormal",14,32,"ApproxRejection","MCMC",-1,1,0.00860341285875554,0.00128447491868794,6.6979998858551
"8467","ToyNormal",14,32,"ApproxRejection","MCMC",0,0.5,0.0173988633189506,0.00267974736153518,6.49272523548007
"8468","ToyNormal",14,32,"ApproxRejection","MCMC",0,1,0.0173988633189506,0.00267974736153518,6.49272523548007
"8469","ToyNormal",14,32,"ApproxRejection","OFF",-1,0.5,0.00871429411547847,0.00296770459559614,2.93637517979716
"8470","ToyNormal",14,32,"ApproxRejection","OFF",-1,1,0.00871429411547847,0.00296770459559614,2.93637517979716
"8471","ToyNormal",14,32,"ApproxRejection","OFF",0,0.5,0.0166848336316407,0.00423661681543029,3.93824467930931
"8472","ToyNormal",14,32,"ApproxRejection","OFF",0,1,0.0166848336316407,0.00423661681543029,3.93824467930931
"8473","ToyNormal",14,32,"Rejection","IS",-1,0.5,0.00904198909128309,0.000378174035351755,23.9095978201485
"8474","ToyNormal",14,32,"Rejection","IS",-1,1,0.00868996808881344,0.00127227660838178,6.83025061654343
"8475","ToyNormal",14,32,"Rejection","IS",0,0.5,0.0181000222728132,0.000858805580056423,21.075808882872
"8476","ToyNormal",14,32,"Rejection","IS",0,1,0.0174553839968121,0.00275506112171123,6.33575199448577
"8477","ToyNormal",14,32,"Rejection","MCMC",-1,0.5,0.00860341285875554,0.00128447491868794,6.6979998858551
"8478","ToyNormal",14,32,"Rejection","MCMC",-1,1,0.00860341285875554,0.00128447491868794,6.6979998858551
"8479","ToyNormal",14,32,"Rejection","MCMC",0,0.5,0.0169270707397844,0.0158422283754736,1.06847788951145
"8480","ToyNormal",14,32,"Rejection","MCMC",0,1,0.0169270707397844,0.0158422283754736,1.06847788951145
"8481","ToyNormal",14,32,"Rejection","OFF",-1,0.5,0.00871429411547847,0.00296770459559614,2.93637517979716
"8482","ToyNormal",14,32,"Rejection","OFF",-1,1,0.00871429411547847,0.00296770459559614,2.93637517979716
"8483","ToyNormal",14,32,"Rejection","OFF",0,0.5,0.0239781131836268,0.132623520336812,0.180798346497905
"8484","ToyNormal",14,32,"Rejection","OFF",0,1,0.0239781131836268,0.132623520336812,0.180798346497905
"8485","ToyNormal",14,32,"SKL","IS",-1,0.5,0.000258025520202347,2.132928815148e-05,12.0972401127434
"8486","ToyNormal",14,32,"SKL","IS",-1,1,0.000244665576278228,6.85911330964654e-05,3.56701464508736
"8487","ToyNormal",14,32,"SKL","IS",0,0.5,0.00103221921038893,8.99599677507679e-05,11.4742060963013
"8488","ToyNormal",14,32,"SKL","IS",0,1,0.000981921246789751,0.000278834814782355,3.52151594683825
"8489","ToyNormal",14,32,"SKL","MCMC",-1,0.5,6.55355749090726e-05,0.000331639391190439,0.197610949271825
"8490","ToyNormal",14,32,"SKL","MCMC",-1,1,6.55355749090726e-05,0.000331639391190439,0.197610949271825
"8491","ToyNormal",14,32,"SKL","MCMC",0,0.5,0.000613565291433951,0.000730631679680722,0.839773730728557
"8492","ToyNormal",14,32,"SKL","MCMC",0,1,0.000613565291433951,0.000730631679680722,0.839773730728557
"8493","ToyNormal",14,32,"SKL","OFF",-1,0.5,-0.000225641376299573,0.00552995291242809,0.0408034896269123
"8494","ToyNormal",14,32,"SKL","OFF",-1,1,-0.000225641376299573,0.00552995291242809,0.0408034896269123
"8495","ToyNormal",14,32,"SKL","OFF",0,0.5,0.000232009757205323,0.011353489784795,0.0204351051177268
"8496","ToyNormal",14,32,"SKL","OFF",0,1,0.000232009757205323,0.011353489784795,0.0204351051177268
"8497","ToyNormal",15,32,"ApproxRejection","IS",-1,0.5,0.00903735829280758,0.000363714273179801,24.8474117163392
"8498","ToyNormal",15,32,"ApproxRejection","IS",-1,1,0.0086829282365625,0.00116101183522744,7.4787594519754
"8499","ToyNormal",15,32,"ApproxRejection","IS",0,0.5,0.0180747836909157,0.00072544776341968,24.9153482887771
"8500","ToyNormal",15,32,"ApproxRejection","IS",0,1,0.0173690782430446,0.00231853082172944,7.49141571906672
"8501","ToyNormal",15,32,"ApproxRejection","MCMC",-1,0.5,0.00869454933100367,0.00133362542790838,6.51948376887203
"8502","ToyNormal",15,32,"ApproxRejection","MCMC",-1,1,0.00869454933100367,0.00133362542790838,6.51948376887203
"8503","ToyNormal",15,32,"ApproxRejection","MCMC",0,0.5,0.0173426653532418,0.00231308263392899,7.49764193412478
"8504","ToyNormal",15,32,"ApproxRejection","MCMC",0,1,0.0173426653532418,0.00231308263392899,7.49764193412478
"8505","ToyNormal",15,32,"ApproxRejection","OFF",-1,0.5,0.00908688084934755,0.00377304892777097,2.40836549520069
"8506","ToyNormal",15,32,"ApproxRejection","OFF",-1,1,0.00908688084934755,0.00377304892777097,2.40836549520069
"8507","ToyNormal",15,32,"ApproxRejection","OFF",0,0.5,0.016653646378926,0.0054365758752663,3.06326017718095
"8508","ToyNormal",15,32,"ApproxRejection","OFF",0,1,0.016653646378926,0.0054365758752663,3.06326017718095
"8509","ToyNormal",15,32,"Rejection","IS",-1,0.5,0.00903735829280758,0.000363714273179801,24.8474117163392
"8510","ToyNormal",15,32,"Rejection","IS",-1,1,0.0086829282365625,0.00116101183522744,7.4787594519754
"8511","ToyNormal",15,32,"Rejection","IS",0,0.5,0.0180658966828182,0.000814906645970418,22.1692837727502
"8512","ToyNormal",15,32,"Rejection","IS",0,1,0.0175006234952871,0.00261975621976343,6.68024885799009
"8513","ToyNormal",15,32,"Rejection","MCMC",-1,0.5,0.00869454933100367,0.00133362542790838,6.51948376887203
"8514","ToyNormal",15,32,"Rejection","MCMC",-1,1,0.00869454933100367,0.00133362542790838,6.51948376887203
"8515","ToyNormal",15,32,"Rejection","MCMC",0,0.5,0.0177344303469996,0.0150189483794157,1.18080373532048
"8516","ToyNormal",15,32,"Rejection","MCMC",0,1,0.0177344303469996,0.0150189483794157,1.18080373532048
"8517","ToyNormal",15,32,"Rejection","OFF",-1,0.5,0.00908688084934755,0.00377304892777097,2.40836549520069
"8518","ToyNormal",15,32,"Rejection","OFF",-1,1,0.00908688084934755,0.00377304892777097,2.40836549520069
"8519","ToyNormal",15,32,"Rejection","OFF",0,0.5,0.0137699003052323,0.130903591995454,0.105191157059392
"8520","ToyNormal",15,32,"Rejection","OFF",0,1,0.0137699003052323,0.130903591995454,0.105191157059392
"8521","ToyNormal",15,32,"SKL","IS",-1,0.5,0.000257482315529257,2.03855504803428e-05,12.6306285315935
"8522","ToyNormal",15,32,"SKL","IS",-1,1,0.000242579440115472,6.38791115601335e-05,3.79747673677516
"8523","ToyNormal",15,32,"SKL","IS",0,0.5,0.00102878907916313,8.54310240603677e-05,12.0423357963749
"8524","ToyNormal",15,32,"SKL","IS",0,1,0.000977330905738,0.000264366526901798,3.69687841040874
"8525","ToyNormal",15,32,"SKL","MCMC",-1,0.5,0.000263412510796329,0.000846556935275107,0.311157465989842
"8526","ToyNormal",15,32,"SKL","MCMC",-1,1,0.000263412510796329,0.000846556935275106,0.311157465989842
"8527","ToyNormal",15,32,"SKL","MCMC",0,0.5,0.00103286613883975,0.00186183189252459,0.55475800097033
"8528","ToyNormal",15,32,"SKL","MCMC",0,1,0.00103286613883975,0.00186183189252459,0.55475800097033
"8529","ToyNormal",15,32,"SKL","OFF",-1,0.5,0.000394824665615036,0.00637911655614077,0.0618933142450521
"8530","ToyNormal",15,32,"SKL","OFF",-1,1,0.000394824665615036,0.00637911655614077,0.0618933142450521
"8531","ToyNormal",15,32,"SKL","OFF",0,0.5,0.00135518411422326,0.0131259098973094,0.103244965478626
"8532","ToyNormal",15,32,"SKL","OFF",0,1,0.00135518411422326,0.0131259098973094,0.103244965478626
"8533","ToyNormal",16,32,"ApproxRejection","IS",-1,0.5,0.00904049026432727,0.000371116057208224,24.3602778395947
"8534","ToyNormal",16,32,"ApproxRejection","IS",-1,1,0.00880951957550792,0.00128505427616006,6.8553676984229
"8535","ToyNormal",16,32,"ApproxRejection","IS",0,0.5,0.018080631062979,0.000739790091301507,24.4402179423218
"8536","ToyNormal",16,32,"ApproxRejection","IS",0,1,0.017624704036255,0.002569067329348,6.86035116126286
"8537","ToyNormal",16,32,"ApproxRejection","MCMC",-1,0.5,0.00878644518407198,0.00128437515346774,6.84102706312022
"8538","ToyNormal",16,32,"ApproxRejection","MCMC",-1,1,0.00878644518407198,0.00128437515346774,6.84102706312022
"8539","ToyNormal",16,32,"ApproxRejection","MCMC",0,0.5,0.0176160113850432,0.0026336294103454,6.68887251784329
"8540","ToyNormal",16,32,"ApproxRejection","MCMC",0,1,0.0176160113850432,0.0026336294103454,6.68887251784329
"8541","ToyNormal",16,32,"ApproxRejection","OFF",-1,0.5,0.00954155147267666,0.00311766924292813,3.06047586488526
"8542","ToyNormal",16,32,"ApproxRejection","OFF",-1,1,0.00954155147267666,0.00311766924292813,3.06047586488526
"8543","ToyNormal",16,32,"ApproxRejection","OFF",0,0.5,0.0175270241930476,0.00658871489737541,2.66015823511038
"8544","ToyNormal",16,32,"ApproxRejection","OFF",0,1,0.0175270241930476,0.00658871489737541,2.66015823511038
"8545","ToyNormal",16,32,"Rejection","IS",-1,0.5,0.00904049026432727,0.000371116057208224,24.3602778395947
"8546","ToyNormal",16,32,"Rejection","IS",-1,1,0.00880951957550792,0.00128505427616006,6.8553676984229
"8547","ToyNormal",16,32,"Rejection","IS",0,0.5,0.0180847592236459,0.000837207379772093,21.6012897886411
"8548","ToyNormal",16,32,"Rejection","IS",0,1,0.0176834127015989,0.0027983480349402,6.3192328047847
"8549","ToyNormal",16,32,"Rejection","MCMC",-1,0.5,0.00878644518407198,0.00128437515346774,6.84102706312021
"8550","ToyNormal",16,32,"Rejection","MCMC",-1,1,0.00878644518407198,0.00128437515346774,6.84102706312022
"8551","ToyNormal",16,32,"Rejection","MCMC",0,0.5,0.0180409051259254,0.0145142957246472,1.24297488959727
"8552","ToyNormal",16,32,"Rejection","MCMC",0,1,0.0180409051259254,0.0145142957246472,1.24297488959727
"8553","ToyNormal",16,32,"Rejection","OFF",-1,0.5,0.00954155147267666,0.00311766924292813,3.06047586488526
"8554","ToyNormal",16,32,"Rejection","OFF",-1,1,0.00954155147267666,0.00311766924292813,3.06047586488526
"8555","ToyNormal",16,32,"Rejection","OFF",0,0.5,0.00564450983012463,0.157322796271702,0.0358785246886686
"8556","ToyNormal",16,32,"Rejection","OFF",0,1,0.00564450983012463,0.157322796271702,0.0358785246886686
"8557","ToyNormal",16,32,"SKL","IS",-1,0.5,0.00025761837011469,2.08672914031093e-05,12.3455586610682
"8558","ToyNormal",16,32,"SKL","IS",-1,1,0.000251922929920093,7.42409422791212e-05,3.3933153619326
"8559","ToyNormal",16,32,"SKL","IS",0,0.5,0.00103040282922957,8.81997983908173e-05,11.682598464271
"8560","ToyNormal",16,32,"SKL","IS",0,1,0.00101202064666117,0.000307926004953809,3.28657089813827
"8561","ToyNormal",16,32,"SKL","MCMC",-1,0.5,0.000188481923019216,0.000532618994265933,0.353877584255112
"8562","ToyNormal",16,32,"SKL","MCMC",-1,1,0.000188481923019216,0.000532618994265933,0.353877584255112
"8563","ToyNormal",16,32,"SKL","MCMC",0,0.5,0.000879015570274262,0.00111383465466709,0.789179584771485
"8564","ToyNormal",16,32,"SKL","MCMC",0,1,0.000879015570274262,0.00111383465466709,0.789179584771485
"8565","ToyNormal",16,32,"SKL","OFF",-1,0.5,0.00108489898077799,0.00553041168116289,0.196169660293692
"8566","ToyNormal",16,32,"SKL","OFF",-1,1,0.00108489898077799,0.00553041168116289,0.196169660293692
"8567","ToyNormal",16,32,"SKL","OFF",0,0.5,0.00186742708241209,0.010992482650452,0.169882195114068
"8568","ToyNormal",16,32,"SKL","OFF",0,1,0.00186742708241209,0.010992482650452,0.169882195114068
"8569","ToyNormal",17,32,"ApproxRejection","IS",-1,0.5,0.00905001881434655,0.000361972978375688,25.0019182507972
"8570","ToyNormal",17,32,"ApproxRejection","IS",-1,1,0.00900127537090315,0.00124839958828596,7.21025179386816
"8571","ToyNormal",17,32,"ApproxRejection","IS",0,0.5,0.0180991568767594,0.000721602256569912,25.0819017152088
"8572","ToyNormal",17,32,"ApproxRejection","IS",0,1,0.0180171403422564,0.00249923956919058,7.20904893006777
"8573","ToyNormal",17,32,"ApproxRejection","MCMC",-1,0.5,0.00908013210696744,0.00132705257970906,6.84233032345873
"8574","ToyNormal",17,32,"ApproxRejection","MCMC",-1,1,0.00908013210696744,0.00132705257970906,6.84233032345873
"8575","ToyNormal",17,32,"ApproxRejection","MCMC",0,0.5,0.0177524378566417,0.0025505256548669,6.96030554437539
"8576","ToyNormal",17,32,"ApproxRejection","MCMC",0,1,0.0177524378566417,0.0025505256548669,6.96030554437539
"8577","ToyNormal",17,32,"ApproxRejection","OFF",-1,0.5,0.00936625801291558,0.00292837238870571,3.19845182567621
"8578","ToyNormal",17,32,"ApproxRejection","OFF",-1,1,0.00936625801291558,0.00292837238870571,3.19845182567621
"8579","ToyNormal",17,32,"ApproxRejection","OFF",0,0.5,0.0169838289429648,0.00452715742135985,3.7515437088254
"8580","ToyNormal",17,32,"ApproxRejection","OFF",0,1,0.0169838289429648,0.00452715742135985,3.7515437088254
"8581","ToyNormal",17,32,"Rejection","IS",-1,0.5,0.00905001881434655,0.000361972978375688,25.0019182507972
"8582","ToyNormal",17,32,"Rejection","IS",-1,1,0.00900127537090315,0.00124839958828596,7.21025179386816
"8583","ToyNormal",17,32,"Rejection","IS",0,0.5,0.0181188686887933,0.000813129105297908,22.282892803542
"8584","ToyNormal",17,32,"Rejection","IS",0,1,0.0178330820946317,0.00261616331762223,6.81650185006025
"8585","ToyNormal",17,32,"Rejection","MCMC",-1,0.5,0.00908013210696744,0.00132705257970906,6.84233032345873
"8586","ToyNormal",17,32,"Rejection","MCMC",-1,1,0.00908013210696744,0.00132705257970906,6.84233032345873
"8587","ToyNormal",17,32,"Rejection","MCMC",0,0.5,0.0245284484009085,0.0247970113490302,0.989169543686476
"8588","ToyNormal",17,32,"Rejection","MCMC",0,1,0.0245284484009085,0.0247970113490302,0.989169543686476
"8589","ToyNormal",17,32,"Rejection","OFF",-1,0.5,0.00936625801291558,0.00292837238870571,3.19845182567621
"8590","ToyNormal",17,32,"Rejection","OFF",-1,1,0.00936625801291558,0.00292837238870571,3.19845182567621
"8591","ToyNormal",17,32,"Rejection","OFF",0,0.5,0.0250191438575434,0.128687112308092,0.194418410739101
"8592","ToyNormal",17,32,"Rejection","OFF",0,1,0.0250191438575434,0.128687112308092,0.194418410739101
"8593","ToyNormal",17,32,"SKL","IS",-1,0.5,0.000258035071222086,2.04309419692539e-05,12.6296218554385
"8594","ToyNormal",17,32,"SKL","IS",-1,1,0.000264748339293138,7.34744340265341e-05,3.60327157059187
"8595","ToyNormal",17,32,"SKL","IS",0,0.5,0.00103284151748573,8.63522792651556e-05,11.9607904536516
"8596","ToyNormal",17,32,"SKL","IS",0,1,0.00104925656156426,0.000293673274825936,3.57287043632474
"8597","ToyNormal",17,32,"SKL","MCMC",-1,0.5,0.000412601571838769,0.00101256375402256,0.407482067375658
"8598","ToyNormal",17,32,"SKL","MCMC",-1,1,0.000412601571838769,0.00101256375402256,0.407482067375658
"8599","ToyNormal",17,32,"SKL","MCMC",0,0.5,0.00156150799580791,0.00275445958682177,0.566901762973276
"8600","ToyNormal",17,32,"SKL","MCMC",0,1,0.00156150799580791,0.00275445958682177,0.566901762973277
"8601","ToyNormal",17,32,"SKL","OFF",-1,0.5,0.000369028686390646,0.00617984603615144,0.0597148673659291
"8602","ToyNormal",17,32,"SKL","OFF",-1,1,0.000369028686390646,0.00617984603615144,0.0597148673659291
"8603","ToyNormal",17,32,"SKL","OFF",0,0.5,0.0013973531048049,0.0122983584369691,0.11362110739954
"8604","ToyNormal",17,32,"SKL","OFF",0,1,0.0013973531048049,0.0122983584369691,0.11362110739954
"8605","ToyNormal",18,32,"ApproxRejection","IS",-1,0.5,0.00905830871139274,0.00035887204784352,25.2410539238833
"8606","ToyNormal",18,32,"ApproxRejection","IS",-1,1,0.00870970228013463,0.00101219285972198,8.6047853395517
"8607","ToyNormal",18,32,"ApproxRejection","IS",0,0.5,0.0181152960921295,0.000715171095173875,25.3300171306912
"8608","ToyNormal",18,32,"ApproxRejection","IS",0,1,0.0174300701358989,0.00202579587382167,8.60406043922728
"8609","ToyNormal",18,32,"ApproxRejection","MCMC",-1,0.5,0.00881238274921753,0.00115728158065016,7.61472652512689
"8610","ToyNormal",18,32,"ApproxRejection","MCMC",-1,1,0.00881238274921753,0.00115728158065016,7.6147265251269
"8611","ToyNormal",18,32,"ApproxRejection","MCMC",0,0.5,0.0174831033638751,0.00224333283460983,7.7933613301371
"8612","ToyNormal",18,32,"ApproxRejection","MCMC",0,1,0.0174831033638751,0.00224333283460983,7.7933613301371
